2.484375 1.001105
2.947419 1.247334
3.526075 1.552441
4.248488 1.931467
5.149267 2.403012
6.271254 2.990423
0.990808 0.001822
1.013164 0.060202
1.071394 0.122322
1.159482 0.188009
1.277873 0.260276
1.430563 0.342790
1.624138 0.439659
1.867663 0.555648
2.172960 0.696471
2.555104 0.869108
3.033040 1.082144
3.630311 1.346140
4.375883 1.674072
5.305180 2.081906
6.461873 2.589607
0.993649 0.001262
1.024104 0.052008
1.088421 0.104925
1.181377 0.160385
1.304298 0.221185
1.461777 0.290509
1.660831 0.371843
1.910912 0.469207
2.224261 0.587416
2.616441 0.732353
3.106974 0.911244
3.720058 1.132968
4.485346 1.408393
5.438858 1.750805
6.624696 2.176717
0.995612 0.000874
1.033994 0.043520
1.103979 0.086676
1.201160 0.131431
1.327831 0.180357
1.489176 0.236103
1.692611 0.301498
1.947928 0.379787
2.267730 0.474856
2.668009 0.591457
3.168787 0.735425
3.794822 0.913917
4.576329 1.135661
5.549697 1.411245
6.758962 1.753679
0.996968 0.000605
1.043163 0.034472
1.118214 0.067341
1.218818 0.101031
1.348361 0.137797
1.512591 0.179695
1.719263 0.228865
1.978452 0.287751
2.303070 0.359290
2.709467 0.447073
3.218092 0.555513
3.854174 0.690015
4.648370 0.857146
5.637225 1.064794
6.864047 1.322464
0.997905 0.000418
1.051894 0.024527
1.131209 0.046649
1.234284 0.069061
1.365745 0.093520
1.531834 0.121427
1.740568 0.154206
2.002240 0.193490
2.330004 0.241246
2.740509 0.299884
3.254554 0.372369
3.897752 0.462326
4.701098 0.574147
5.701114 0.713045
6.939459 0.885083
0.998553 0.000289
1.060440 0.013239
1.142960 0.024301
1.247419 0.035410
1.379806 0.047564
1.546708 0.061463
1.756312 0.077811
2.019062 0.097423
2.348289 0.121286
2.760874 0.150610
3.277895 0.186889
3.925260 0.231946
4.734230 0.287984
5.741203 0.357590
6.984847 0.443576
1.000000 -0.000000
1.069006 0.000000
1.153351 0.000000
1.258011 -0.000000
1.390331 -0.000000
1.557002 -0.000000
1.766287 -0.000000
2.028708 0.000000
2.357710 0.000000
2.770343 0.000000
3.287891 0.000000
3.936477 0.000000
4.747567 0.000000
5.757523 0.000000
7.000000 0.000000
